Original File name,Location,Suppliers Reference,Title,Description,Year,Creator,Keywords,caption,image_id,IMAGE LINK
8830.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/7,Portrait of two Arab men,"Portrait of two Arab men, one young and one elderly, wearing traditional headscarves on a street in Zanzibar. 

Original manuscript caption: 1947",1947,,Zanzibar,Portrait of two Arab men,116332,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116332&width=300&format=jpeg
8572.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/8,Exporting mangrove poles,"Men load mangrove poles onto a dhow at Lamu, ready for export to the Persian Gulf. 

Original manuscript caption: Lamu- loading mangrove poles, the main export of the island, onto a dhow which will take them to the Persian Gulf when the right monsoon blows- a trade which has scarcely changed for at least 1,000 years.
Hux 1/15",1947,,Kenya,Exporting mangrove poles,114848,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114848&width=300&format=jpeg
8831.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/10,A back street of Lamu,"A man in traditional Arab dress, including a kurta (shirt) and a fez, walks along a narrow residential back street in Lamu. 

Original manuscript caption: Street in Lamu",1947,,Kenya,A back street of Lamu,122197,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=122197&width=300&format=jpeg
8832.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/14,Profile shot of an Arab coppersmith,"Profile shot of an Arab man wearing an embroidered kufi (cap). He leans against a stone wall on a narrow street, holding up a clay pot. The photograph is a duplicate of 1995/076/1/2/7/19, which carries the original manuscript caption ""An Arab coppersmith at the door of his shop in one of the narrow streets of Lamu, on the Coast of Kenya.""",1947,,Kenya,Profile shot of an Arab coppersmith,116200,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116200&width=300&format=jpeg
8833.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/17,Snack food in Lamu,"A street trader grills snack food in Lamu's main square. 

Original manuscript caption: KENYA.
Scene in the main square in Lamu, beside a refreshment booth.",1947,,Kenya,Snack food in Lamu,115466,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115466&width=300&format=jpeg
8573.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/21,Arch at the ruins of Gedi,"An arched stone doorway stands amidst the ruins of Gedi, an ancient Muslim town that was abandoned in the 17th century. The settlement featured a mosque, a palace and several large stone houses, and is thought to have been populated by around 2,500 people. 

Original manuscript caption: Part of the ruins of Gedi, now crumbling in the forest in the coast near Malindi. No one knows who built Gedi & when, or why it fell into decay. It was a large city, & one theory holds that it was built by the Persians about AD 1,000. More probably, Arab, built in C17.
Hux 4/27",1947,,Kenya,Arch at the ruins of Gedi,121213,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121213&width=300&format=jpeg
8834.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/22,"A dhow sailor, Mombasa","Portrait of a turbaned dhow sailor at the port city of Mombasa. 

Original manuscript caption: Arab member of a dhow crew, Mombasa, 1947",1947,,Kenya,"A dhow sailor, Mombasa",122074,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=122074&width=300&format=jpeg
8835.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/23,Dhow captain,"Portrait of a dhow captain, carrying a large crooked 'jembia' (dagger) in his belt. 

Original manuscript caption: ZANZIBAR.
A Manga Arab - a dhow captain: note the big silver crooked dagger - jembia - in his belt.",1947,,Zanzibar,Dhow captain,118775,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=118775&width=300&format=jpeg
8574.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/24,Lamu street scene,"A woman wearing a traditional Muslim burqa walks along a street in Lamu. 

Original manuscript caption:Lamu.
Street scene",1947,,Kenya,Lamu street scene,113914,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=113914&width=300&format=jpeg
8575.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/31,Reading lesson at a Kenyan school,"Schoolchildren attend a reading lesson at a school in Kenya. Their teacher stands beside a blackboard inscribed with vowel letters and their associated phonetics, perhaps an indication that this is an English lesson. 

Original manuscript caption: A school at the Coast",11-Feb-47,,Kenya,Reading lesson at a Kenyan school,116019,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116019&width=300&format=jpeg
8576.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/34,A Swahili tailor,"A Swahili tailor sits behind a sewing machine at his work desk in Mombasa. 

Original manuscript caption:
A Swahili taylor in Mombasa. 1947",1947,,Kenya,A Swahili tailor,121731,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121731&width=300&format=jpeg
8577.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/7/35,Ruins of a mansion on Lamu Island,"The ruins of an Arab mansion at Shela on Lamu Island, featuring decorative Islamic architecture. 

Original manuscript caption: KENYA
Ruins of an old Arab mansion at Shela, on Lamu island.",1947,,Kenya,Ruins of a mansion on Lamu Island,115753,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115753&width=300&format=jpeg
8879.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/8/1,A Luo settlement on the Kano plains,"Clusters of huts comprise a Luo settlement on the Kano plains, close to Lake Victoria. 

Original manuscript caption: 
Luo Homesteads on the Kano plains near Lake Victoria.",c. 1935,,Kenya,A Luo settlement on the Kano plains,121911,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121911&width=300&format=jpeg
8880.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/8/2,The Kano plains at South Kavirondo,"Thatched huts with conical roofs are dotted amongst scrubland on the Kano plains, South Kavirondo.

Original manuscript caption: The Kano plains, S. Kavirondo.  West Kenya.",c. 1935,,Kenya,The Kano plains at South Kavirondo,114767,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114767&width=300&format=jpeg
8881.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/8/3,Dhows at Kisumu on Lake Victoria,"Painted dhows are moored near the port city of Kisumu on the banks of Lake Victoria. 

Original manuscript caption: Dhows at Kisumu on Lake Victoria.",c. 1935,,Kenya,Dhows at Kisumu on Lake Victoria,120026,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120026&width=300&format=jpeg
8882.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/8/9,"Kamasia mountain range, Rift Valley","An acacia tree frames a range of distant mountains at a camp site in open country, Rift Valley. This photograph, numbered ""8"" on the reverse, appears to have been removed from the series ""Safari to Lake Baringo 1934"", found at 1995/076/1/1/6.

Original manuscript caption: A view of the Kamasia range, Baringo district.",1934,,Kenya,"Kamasia mountain range, Rift Valley",115901,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115901&width=300&format=jpeg
8884.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/8/17,Storm clouds over Lumbwa,"Storm clouds gather over a small valley settlement in the hills near Lumbwa, Rift Valley.This photograph, numbered ""19"" on the reverse, has been removed from the series ""Miscellaneous views 1934"", found at 1995/076/1/1/3.

Original manuscript caption: Kenya Folder No 2, 1933/34.
Storm gathering over hills at Lumbwa.",1934,,Kenya,Storm clouds over Lumbwa,115295,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115295&width=300&format=jpeg
8885.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/8/23,Flame tree at Lake Naivasha,"A large flame tree grows on the banks of Lake Naivasha. 

Original manuscript caption: Lake Naivasha, Kenya.",c. 1935,,Kenya,Flame tree at Lake Naivasha,119573,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119573&width=300&format=jpeg
8886.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/8/30,Kikuyu settlement below the Aberdare Mountains,"Thatched huts belonging to a Kikuyu settlement sit in a valley below the Aberdare Mountains. 

Original manuscript caption: Kikuyu huts & view in Kenya.  Over Rift Valley, looking towards Aberdare mountains.",c. 1935,,Kenya,Kikuyu settlement below the Aberdare Mountains,118705,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=118705&width=300&format=jpeg
8887.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/8/34,Heathland on Mount Kenya,"A figure with a spear crouches low to the ground amidst a vast expanse of dense heathland on the upper slopes of Mount Kenya. 

Original manuscript caption: Forest on Mt Kenya above the bamboos & cedars - giant heaths.",c. 1935,,Kenya,Heathland on Mount Kenya,119195,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119195&width=300&format=jpeg
8888.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/8/36,Mount Kenya,"The summit of Mount Kenya is partially obscured by cloud. This is likely to have been taken very early in 1937, on the safari EH and her mother took whilst staying at Chief Murigo's camp. Further photographs from this trip can be found at 1995/076/1/1/8.

Original manuscript caption: Kenya safari from Murigo's.  1936",[1937],,Kenya,Mount Kenya,117415,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=117415&width=300&format=jpeg
8889.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/8/37,"Aerial view of Batian Peak, Mount Kenya","An aerial view of Batian Peak, the highest peak of Mount Kenya at 5,199 metres, with snow below the summit. 

Original manuscript caption: An aerial view of the peak of Kenya.",[1937],,Kenya,"Aerial view of Batian Peak, Mount Kenya",121020,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121020&width=300&format=jpeg
8890.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/2/8/44,"A swarm of locusts, Kenya","Three men walk along a dirt road, carrying bundles on their heads amidst a dense swarm of locusts. 

Original manuscript caption: Locusts in Kavirondo Province of Kenya. 1933",1933,,Kenya,"A swarm of locusts, Kenya",121729,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121729&width=300&format=jpeg
5604.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/1,Photography from the S.S. Balmoral Castle,"Two British naval officers admire the view from the deck of S.S. Balmoral Castle, whilst another prepares to take a photograph. Probably Atlantic Ocean,  October 1910.",1910,,,Photography from the S.S. Balmoral Castle,116557,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116557&width=300&format=jpeg
5606.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/3,Officers aboard the S.S. Balmoral Castle,"Two British naval officers hold hands and pull faces for the camera as they pose on the deck of the S.S. Balmoral Castle. Probably Atlantic Ocean, October 1910.",1910,,,Officers aboard the S.S. Balmoral Castle,116794,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116794&width=300&format=jpeg
5605.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/4,Duke and Duchess of Connaught on deck,"The Duke and Duchess of Connaught sit in lounge chairs, reading books on the deck of the S.S. Balmoral Castle. Probably Atlantic Ocean, October 1910.",1910,,,Duke and Duchess of Connaught on deck,119899,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119899&width=300&format=jpeg
5607.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/6,Princess Patricia on the S.S. Balmoral Castle,"Accompanied by three men from the royal entourage, Princess Patricia, daughter of the Duke of Connaught, embroiders a tablecloth on the deck of the S.S. Balmoral Castle. She was travelling with her parents who were due to open the new Union Parliament at Cape Town. Probably Atlantic Ocean, October 1910.",1910,,,Princess Patricia on the S.S. Balmoral Castle,116234,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116234&width=300&format=jpeg
5608.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/8,Antics aboard S.S. Balmoral Castle,"Royal Navy sailors aboard S.S. Balmoral Castle clown about on deck wearing costumes and wigs during a traditional 'crossing the line' naval initiation ceremony. Probably Atlantic Ocean, October 1910.",1910,,,Antics aboard S.S. Balmoral Castle,121236,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121236&width=300&format=jpeg
5609.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/9,Antics aboard S.S. Balmoral Castle,"Royal Navy sailors aboard S.S. Balmoral Castle clown about on deck wearing costumes and wigs during a traditional 'crossing the line' naval initiation ceremony. Probably Atlantic Ocean, October 1910.",1910,,,Antics aboard S.S. Balmoral Castle,121237,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121237&width=300&format=jpeg
5610.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/10,Antics aboard S.S. Balmoral Castle,"Royal navy sailors aboard S.S. Balmoral Castle clown about on deck wearing costumes and wigs during a traditional 'crossing the line' naval initiation ceremony. Probably Atlantic Ocean, October 1910.",1910,,,Antics aboard S.S. Balmoral Castle,121238,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121238&width=300&format=jpeg
5611.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/11,The Duke of Connaught joins in the fun,"The Duke of Connaught is pictured with a fish tied around his neck as he participates in antics aboard the S.S. Balmoral, watched by a crowd of crew members and his wife, who are clearly entertained. Probably Atlantic Ocean, October 1910.",1910,,,The Duke of Connaught joins in the fun,114881,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114881&width=300&format=jpeg
5612.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/13,Antics aboard S.S. Balmoral Castle,"Royal Navy sailors aboard S.S. Balmoral Castle clown about on deck wearing costumes and wigs during a traditional 'crossing the line' naval initiation ceremony. Probably Atlantic Ocean, October 1910.",1910,,,Antics aboard S.S. Balmoral Castle,121239,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121239&width=300&format=jpeg
5613.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/14,The Duke of Connaught and family,"The Duke of Connaught poses for a portrait with his wife, Duchess Luise Margarete, and his daughter, Princess Patricia, on the deck of S.S. Balmoral Castle. Probably South Atlantic Ocean, October 1910.",1910,,,The Duke of Connaught and family,119898,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119898&width=300&format=jpeg
5614.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/15,Disembarking from the S.S. Balmoral Castle,"The Duke and Duchess of Connaught and their daughter, Princess Patricia, disembark from the S.S. Balmoral Castle on their arrival in St Helena. This was one of several stops made by the royal couple on their way to Cape Town. 25 October 1910.

Notes from a printed itinerary of the visit: 
Monday, October 24. 
10 A.M. Saint Helena. Governor's Representative will call.
11 A.M. to 12.30 P.M. Land and receive Address, Visit to Castle, Lace School and Hospital.
Lunch on board (private)
2.15 P.M. to 6 P.M. Visit to Longwood.
Dinner, ""Balmoral Castle"".",1910,,St Helena,Disembarking from the S.S. Balmoral Castle,119994,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119994&width=300&format=jpeg
5615.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/17,Duke of Connaught in St Helena,"The Duke and Duchess of Connaught assemble for a photograph with European dignitaries outside Government House. This was one of several stops made by the royal couple on their way to Cape Town. St Helena, 25 October 1910.

Notes from a printed itinerary of the visit:
Tuesday, October 25
12 noon. Saint Helena, Land.
1.30 P.M. Lunch at Government House.
3.15 P.M.Garden Party at Government House
5 P.M. Return on board
6.15 P.M. Leave for Cape Town",1910,,St Helena,Duke of Connaught in St Helena,119895,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119895&width=300&format=jpeg
5616.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/18,The Duke of Connaught at Cape Town,"The Duke and Duchess of Connaught ride past Cape Town city hall in a horse-drawn carriage during their royal visit to open the new Union Parliament. The hall is festooned with garlands. 31 October 1910.

Notes from a printed itinerary of the visit:
Monday, October 31
11 A.M. Cape Town, Land. Full Dress
11.30 A.M. City Hall, Presentation of Address
8 P.M. Government House, Private Dinner.",1910,,South Africa,The Duke of Connaught at Cape Town,114883,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114883&width=300&format=jpeg
5617.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/19,The Duke of Connaught reviews troops,"The Duke of Connaught, dressed in full military regalia, rides out to review British Army troops based in South Africa at Green Point Common. Cape Town, 1 November 1910.

Notes from a printed itinerary of the visit:
Tuesday, November 1
Morning. Constantia, Visit to Government Wine Farm. 
5 P.M. Green Point Common, Review. 
8 P.M. Government House, Private Dinner.",1910,,South Africa,The Duke of Connaught reviews troops,114880,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114880&width=300&format=jpeg
5618.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/21,"The Duke of Connaught at Government House, Cape Town","The Duke and Duchess of Connaught leave Government House in a horse-drawn carriage. Cape Town, November 1910.",1910,,South Africa,"The Duke of Connaught at Government House, Cape Town",114882,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114882&width=300&format=jpeg
5619.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/22,Opening of Selborne Dock,"Possibly the opening of Selborne Dock, near Cape Town, deduced from the itinerary of the Duke of Connaught's visit to South Africa, November 1910.",1910,,South Africa,Opening of Selborne Dock,114207,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114207&width=300&format=jpeg
5620.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/23,"Opening of the new Union Parliament, Cape Town","The Duke and Duchess of Connaught are saluted and directed along a red carpet as they arrive for the opening ceremony of the new Union Parliament at Cape Town's Houses of Parliament. 4 November 1910.

Notes from a printed itinerary of the visit:
Friday, November 4
12 noon. Houses of Parliament, opening of Parliament. Full dress.
Afternoon. Visit to Pageant. Frock coat and tall hat.
8 P.M. Government House, Dinner Party. Plain clothes.
Later. Government House, Reception.",1910,,South Africa,"Opening of the new Union Parliament, Cape Town",116717,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116717&width=300&format=jpeg
5621.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/24,"Opening of the new Union Parliament, Cape Town","The Duke and Duchess of Connaught preside over the opening ceremony of the new Union Parliament inside Cape Town's Houses of Parliament. 4 November 1910.

Notes from a printed itinerary of the visit:
Friday, November 4
12 noon. Houses of Parliament, opening of Parliament. Full dress.
Afternoon. Visit to Pageant. Frock coat and tall hat.
8 P.M. Government House, Dinner Party. Plain clothes.
Later. Government House, Reception.",1910,,South Africa,"Opening of the new Union Parliament, Cape Town",116716,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116716&width=300&format=jpeg
5622.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/25,Duke and Duchess of Connaught at Cape Town,"The Duke and Duchess of Connaught leave Cape Town's Houses of Parliament along a red carpet following the opening ceremony of the new Union Parliament. 4 November 1910.

Notes from a printed itinerary of the visit:
Friday, November 4
12 noon. Houses of Parliament, opening of Parliament. Full dress.
Afternoon. Visit to Pageant. Frock coat and tall hat.
8 P.M. Government House, Dinner Party. Plain clothes.
Later. Government House, Reception.",1910,,South Africa,Duke and Duchess of Connaught at Cape Town,119901,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119901&width=300&format=jpeg
5623.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/26,"Outside the Houses of Parliament, Cape Town","Princess Patricia is escorted along a red carpet leaving Cape Town's Houses of Parliament following the opening ceremony of the new Union Parliament. 4 November 1910.

Notes from a printed itinerary of the visit:
Friday, November 4
12 noon. Houses of Parliament, opening of Parliament. Full dress.
Afternoon. Visit to Pageant. Frock coat and tall hat.
8 P.M. Government House, Dinner Party. Plain clothes.
Later. Government House, Reception.",1910,,South Africa,"Outside the Houses of Parliament, Cape Town",119909,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119909&width=300&format=jpeg
5624.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/27,Guard of Honour for the Duke of Connaught,"The Duke of Connaught inspects a Royal Guard of Honour as they present arms, watched by a crowd of spectators. Originally described by BECM as taking place in Bloemfontein, however the accompanying photographs look more like Cape Town.",1910,,South Africa,Guard of Honour for the Duke of Connaught,119268,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119268&width=300&format=jpeg
5625.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/28,Reception for the Duke of Connaught,"Formally dressed guests socialise at a garden party held in honour of the Duke and Duchess of Connaught. Originally described by BECM as a garden party in Bloemfontein, however Bloemfontein is inland and this image more closely resembles Cape Town. It could therefore be the pageant described in the itinerary as following the Duke's opening of Parliament.",1910,,South Africa,Reception for the Duke of Connaught,119433,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119433&width=300&format=jpeg
5627.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/29,Lion cub at a royal garden party,Formally dressed guests are entertained by the release of a captive lion cub during a garden party held in honour of the Duke and Duchess of Connaught.,1910,,South Africa,Lion cub at a royal garden party,118482,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=118482&width=300&format=jpeg
5626.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/30,Duke of Connaught at a garden party,"The Duke of Connaught in conversation at a garden party, possibly at Government House, Cape Town.",1910,,South Africa,Duke of Connaught at a garden party,119892,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119892&width=300&format=jpeg
5628.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/36,Duke and Duchess of Connaught in a carriage,The Duke and Duchess of Connaught depart in a horse-drawn carriage following their visit to inspect a Guard of Honour. Possibly Bloemfontein.,1910,,South Africa,Duke and Duchess of Connaught in a carriage,119900,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119900&width=300&format=jpeg
5629.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/43,A Basuto chief visits the Duke of Connaught,"One of several Basuto chiefs arrives at a reception to meet the Duke and Duchess of Connaught following their official opening of the new Union Parliament at Cape Town. He is led by a European dignitary and followed by a group of African drummers. Bloemfontein, 9 November 1910.

Notes from a printed itinerary of the visit:
Wednesday, November 9
9.40 A.M. Bloemfontein, Arrive. Uniform- blue frock coat and white helmet throuhgout.
10 A.M. Town Hall, Presentation of Address.
11 A.M. Review. Chargers will be provided. Presentation of Colours (if ready).
1 P.M. Government House, Lunch (Administrator). 
Afternoon. Reception of Basuto Chiefs. Frock coat and tall hat. Garden Party given by Municipality. Guests will be informed that frock coats and tall hats need not be worn.
6 P.M. Leave for Victoria Falls.",1910,,South Africa,A Basuto chief visits the Duke of Connaught,122184,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=122184&width=300&format=jpeg
5630.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/46,Victoria Falls,"View of Victoria Falls, situated on the Zambezi River on the border between modern-day Zambia and Zimbabwe. 12 November 1910.

Notes from a printed itinerary of the visit:
Saturday, November 12
8.20 A.M. Victoria Falls. Arrive at bridge over Zambesi. See Victoria Falls, North Bank. Plain clothes or khaki uniform will be worn throughout in Rhodesia.",1910,,"Zimbabwe
Rhodesia
Zambia",Victoria Falls,114158,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114158&width=300&format=jpeg
5631.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/47,Admiring the Victoria Falls,"Three European men perch on the edge of a cliff as they admire a view of the Victoria Falls. 12 November 1910.

Notes from a printed itinerary of the visit:
Saturday, November 12
8.20 A.M. Victoria Falls. Arrive at bridge over Zambesi. See Victoria Falls, North Bank. Plain clothes or khaki uniform will be worn throughout in Rhodesia.",1910,,"Zimbabwe
Rhodesia
Zambia",Admiring the Victoria Falls,121593,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121593&width=300&format=jpeg
5633.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/49,View of Victoria Falls,"The Victoria Falls and surrounding cliffs as seen from the northern bank. 12 November 1910.

Notes from a printed itinerary of the visit:
Saturday, November 12
8.20 A.M. Victoria Falls. Arrive at bridge over Zambesi. See Victoria Falls, North Bank. Plain clothes or khaki uniform will be worn throughout in Rhodesia.",1910,,"Zimbabwe
Rhodesia
Zambia",View of Victoria Falls,114095,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114095&width=300&format=jpeg
5632.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/50,Victoria Falls,"View of Victoria Falls, situated on the Zambezi River on the border between modern-day Zambia and Zimbabwe. 12 November 1910.

Notes from a printed itinerary of the visit:
Saturday, November 12
8.20 A.M. Victoria Falls. Arrive at bridge over Zambesi. See Victoria Falls, North Bank. Plain clothes or khaki uniform will be worn throughout in Rhodesia.",1910,,"Zimbabwe
Rhodesia
Zambia",Victoria Falls,114159,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114159&width=300&format=jpeg
5634.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/52,Princess Patricia admires the Victoria Falls,"Princess Patricia, The Duke of Connaught's daughter, sits in a chair at the edge of a cliff to admire a view of the Victoria Falls. 12 November 1910.

Notes from a printed itinerary of the visit:
Saturday, November 12
8.20 A.M. Victoria Falls. Arrive at bridge over Zambesi. See Victoria Falls, North Bank. Plain clothes or khaki uniform will be worn throughout in Rhodesia.",1910,,"Zimbabwe
Rhodesia
Zambia",Princess Patricia admires the Victoria Falls,116235,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116235&width=300&format=jpeg
5635.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/57,Princess Patricia at Victoria Falls,"A lady, probably Princess Patricia, smiles as her female companion leans over the edge of a shallow river on a day trip to Victoria Falls. 12 November 1910.

Notes from a printed itinerary of the visit:
Saturday, November 12
8.20 A.M. Victoria Falls. Arrive at bridge over Zambesi. See Victoria Falls, North Bank. Plain clothes or khaki uniform will be worn throughout in Rhodesia.",1910,,"Zimbabwe
Rhodesia
Zambia",Princess Patricia at Victoria Falls,119908,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119908&width=300&format=jpeg
5636.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/60,Tea and cake at a royal reception,"Dressed in a Western-style suit and top hat, Litunga Lubosi I (Lewanika I) of Barotseland, r.1885-1916, accepts a cup of tea and a slice of cake from an Indian servant at a reception at Government House, Livingstone. 14th November 1910.",1910,,"Zambia
Northern Rhodesia",Tea and cake at a royal reception,115062,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115062&width=300&format=jpeg
5637.tif,British Empire and Commonwealth Collections at Bristol Archives,1995/076/1/4/1/68,Canoes near Kandahar Island,"A group of African men wearing traditional dress and headgear paddle canoes past Kandahar Island, Northern Rhodesia (Zambia), 13 November 1910.

Notes from a printed itinerary of the visit:
Sunday, November 13
Morning. Government House, Divine Service.
1 P.M Lunch. Guest: The Curate. Possibly also the Bishop of Northern Rhodesia.
4 P.M. To River and in Launch to Kandahar Island, where Tea will be taken.
8 P.M. Government House, Private Dinner, No guests.",1910,,"Zambia
Northern Rhodesia",Canoes near Kandahar Island,120664,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120664&width=300&format=jpeg
